Rk,Date,G,Age,Tm,Location,Opp,Result,Goals,Assists,PTS,PIM,Player
44,2010-01-31,44,21,COL,H,NYR,L,0,0,0,0,T.J. Galiardi
45,2010-02-02,45,21,COL,H,CBJ,W,0,4,4,0,T.J. Galiardi
46,2010-02-04,46,21,COL,A,NSH,L,0,0,0,0,T.J. Galiardi
47,2010-02-06,47,21,COL,H,EDM,W,0,0,0,0,T.J. Galiardi
48,2010-02-08,48,21,COL,H,STL,W,1,0,1,0,T.J. Galiardi
49,2010-02-10,49,21,COL,H,ATL,W,0,1,1,0,T.J. Galiardi
50,2010-02-12,50,21,COL,H,PHX,W,0,0,0,0,T.J. Galiardi
51,2010-02-13,51,21,COL,A,LAK,L,0,0,0,0,T.J. Galiardi
52,2010-03-01,52,21,COL,H,DET,L,1,0,1,0,T.J. Galiardi
53,2010-03-03,53,21,COL,A,ANA,W,1,0,1,0,T.J. Galiardi
54,2010-03-04,54,21,COL,A,PHX,L,0,0,0,0,T.J. Galiardi
55,2010-03-06,55,21,COL,H,STL,W,1,2,3,0,T.J. Galiardi
56,2010-03-09,56,21,COL,H,VAN,L,0,1,1,2,T.J. Galiardi
57,2010-03-11,57,21,COL,H,FLA,W,0,0,0,2,T.J. Galiardi
58,2010-03-14,58,21,COL,A,DAL,W,0,0,0,2,T.J. Galiardi
59,2010-03-16,59,21,COL,A,STL,W,0,2,2,0,T.J. Galiardi
60,2010-03-17,60,21,COL,H,CGY,L,0,0,0,2,T.J. Galiardi
61,2010-03-21,61,21,COL,A,ANA,L,0,1,1,0,T.J. Galiardi
62,2010-03-22,62,21,COL,A,LAK,L-OT,1,0,1,0,T.J. Galiardi
63,2010-03-24,63,21,COL,H,LAK,W,0,0,0,0,T.J. Galiardi
64,2010-03-27,64,21,COL,A,PHX,L,0,1,1,2,T.J. Galiardi
65,2010-03-28,65,21,COL,A,SJS,L,0,0,0,0,T.J. Galiardi
66,2010-03-31,66,21,COL,H,ANA,L,0,0,0,0,T.J. Galiardi
67,2010-04-02,67,21,COL,H,CGY,L,1,0,1,0,T.J. Galiardi
68,2010-04-04,68,21,COL,H,SJS,W,0,0,0,0,T.J. Galiardi
69,2010-04-06,69,21,COL,A,VAN,W,1,0,1,2,T.J. Galiardi
70,2010-04-11,70,21,COL,H,LAK,L-OT,0,0,0,0,T.J. Galiardi
1,2010-10-07,1,22,COL,H,CHI,W,0,0,0,0,T.J. Galiardi
2,2010-10-11,2,22,COL,A,PHI,L,0,0,0,0,T.J. Galiardi
3,2010-10-12,3,22,COL,A,DET,W,0,0,0,0,T.J. Galiardi
4,2010-10-15,4,22,COL,A,NJD,W,1,1,2,2,T.J. Galiardi
5,2010-10-16,5,22,COL,A,NYI,L,1,0,1,0,T.J. Galiardi
6,2010-10-18,6,22,COL,A,NYR,W,0,0,0,2,T.J. Galiardi
7,2010-10-21,7,22,COL,H,SJS,L,0,0,0,2,T.J. Galiardi
8,2010-10-23,8,22,COL,H,LAK,L,0,0,0,0,T.J. Galiardi
9,2010-10-26,9,22,COL,A,VAN,L-OT,0,0,0,0,T.J. Galiardi
10,2010-10-28,10,22,COL,A,CGY,W,1,0,1,0,T.J. Galiardi
11,2010-10-30,11,22,COL,H,CBJ,W,0,1,1,0,T.J. Galiardi
12,2010-11-04,12,22,COL,H,VAN,L,0,0,0,0,T.J. Galiardi
13,2010-11-06,13,22,COL,H,DAL,W,0,0,0,2,T.J. Galiardi
14,2010-11-09,14,22,COL,H,CGY,L,0,1,1,0,T.J. Galiardi
15,2010-12-17,15,22,COL,H,OTT,W,1,0,1,0,T.J. Galiardi
16,2010-12-19,16,22,COL,H,MTL,W,1,0,1,0,T.J. Galiardi
17,2010-12-21,17,22,COL,H,LAK,L,0,0,0,0,T.J. Galiardi
18,2010-12-23,18,22,COL,H,MIN,L,0,0,0,0,T.J. Galiardi
19,2010-12-27,19,22,COL,H,DET,L-OT,1,0,1,2,T.J. Galiardi
20,2010-12-30,20,22,COL,A,EDM,W,1,1,2,0,T.J. Galiardi
21,2010-12-31,21,22,COL,A,CGY,L,0,0,0,2,T.J. Galiardi
22,2011-01-02,22,22,COL,H,VAN,L,0,0,0,0,T.J. Galiardi
23,2011-01-04,23,22,COL,H,BUF,W,0,1,1,0,T.J. Galiardi
24,2011-01-06,24,22,COL,H,PHX,L,0,0,0,0,T.J. Galiardi
25,2011-01-08,25,22,COL,H,NYI,L-OT,0,1,1,0,T.J. Galiardi
26,2011-01-10,26,22,COL,H,DET,W,0,0,0,0,T.J. Galiardi
27,2011-01-12,27,22,COL,A,CHI,L,0,0,0,0,T.J. Galiardi
28,2011-01-18,28,22,COL,H,VAN,W,0,0,0,0,T.J. Galiardi
29,2011-01-22,29,22,COL,H,BOS,L,0,0,0,0,T.J. Galiardi
30,2011-01-24,30,22,COL,H,STL,W,0,0,0,0,T.J. Galiardi
31,2011-01-26,31,22,COL,H,PHX,L,0,1,1,0,T.J. Galiardi
32,2011-02-03,32,22,COL,H,MIN,L,0,1,1,0,T.J. Galiardi
33,2011-02-05,33,22,COL,H,ANA,L,0,0,0,0,T.J. Galiardi
34,2011-02-07,34,22,COL,A,PHX,L,0,0,0,0,T.J. Galiardi
35,2011-02-09,35,22,COL,A,MIN,L,0,0,0,0,T.J. Galiardi
1,2011-10-08,1,23,COL,H,DET,L,0,0,0,0,T.J. Galiardi
2,2011-10-10,2,23,COL,A,BOS,W,0,0,0,0,T.J. Galiardi
3,2011-10-12,3,23,COL,A,CBJ,W,1,0,1,0,T.J. Galiardi
4,2011-10-13,4,23,COL,A,OTT,W,0,0,0,0,T.J. Galiardi
5,2011-10-17,5,23,COL,A,TOR,W,0,0,0,0,T.J. Galiardi
6,2011-10-20,6,23,COL,H,CHI,L,0,0,0,0,T.J. Galiardi
7,2011-10-22,7,23,COL,A,CHI,W,0,0,0,0,T.J. Galiardi
8,2011-10-26,8,23,COL,A,CGY,L,0,0,0,0,T.J. Galiardi
9,2011-10-30,9,23,COL,H,LAK,W,0,0,0,0,T.J. Galiardi
10,2011-11-02,10,23,COL,H,PHX,L,0,0,0,0,T.J. Galiardi
11,2011-11-04,11,23,COL,A,DAL,L-OT,0,0,0,0,T.J. Galiardi
12,2011-11-06,12,23,COL,H,CGY,L,0,0,0,0,T.J. Galiardi
13,2011-11-10,13,23,COL,H,NYI,W,0,0,0,2,T.J. Galiardi
14,2011-11-12,14,23,COL,H,CGY,L,0,0,0,2,T.J. Galiardi
15,2011-11-15,15,23,COL,A,PIT,L,0,1,1,4,T.J. Galiardi
16,2011-11-17,16,23,COL,A,MIN,L,0,0,0,0,T.J. Galiardi
17,2011-11-18,17,23,COL,H,DAL,W,0,1,1,0,T.J. Galiardi
18,2011-11-20,18,23,COL,H,SJS,L,0,0,0,0,T.J. Galiardi
19,2011-11-23,19,23,COL,H,VAN,L,0,0,0,0,T.J. Galiardi
20,2011-11-26,20,23,COL,H,EDM,W,0,0,0,0,T.J. Galiardi
21,2011-11-28,21,23,COL,H,DAL,L,0,0,0,0,T.J. Galiardi
22,2011-11-30,22,23,COL,H,NJD,W,1,0,1,0,T.J. Galiardi
23,2011-12-02,23,23,COL,H,STL,W,0,0,0,0,T.J. Galiardi
24,2011-12-04,24,23,COL,H,DET,W,1,0,1,0,T.J. Galiardi
25,2011-12-06,25,23,COL,A,VAN,L,0,0,0,2,T.J. Galiardi
26,2011-12-08,26,23,COL,A,CGY,L,1,0,1,4,T.J. Galiardi
27,2011-12-09,27,23,COL,A,EDM,L,0,0,0,0,T.J. Galiardi
28,2011-12-13,28,23,COL,H,SJS,W,0,0,0,2,T.J. Galiardi
29,2011-12-15,29,23,COL,A,SJS,L,0,0,0,0,T.J. Galiardi
30,2011-12-17,30,23,COL,H,WSH,W,0,0,0,2,T.J. Galiardi
31,2011-12-19,31,23,COL,H,PHI,W,1,0,1,0,T.J. Galiardi
32,2011-12-21,32,23,COL,H,STL,W,0,0,0,0,T.J. Galiardi
33,2011-12-23,33,23,COL,H,TBL,W,0,0,0,0,T.J. Galiardi
34,2011-12-26,34,23,COL,A,MIN,W,1,1,2,0,T.J. Galiardi
35,2011-12-27,35,23,COL,H,WPG,L,0,0,0,0,T.J. Galiardi
36,2011-12-29,36,23,COL,H,PHX,W,0,1,1,4,T.J. Galiardi
37,2011-12-31,37,23,COL,A,ANA,W,0,0,0,0,T.J. Galiardi
38,2012-01-02,38,23,COL,A,LAK,W,0,0,0,2,T.J. Galiardi
39,2012-01-06,39,23,COL,A,CHI,W,1,1,2,5,T.J. Galiardi
40,2012-01-07,40,23,COL,A,STL,L,0,0,0,4,T.J. Galiardi
41,2012-01-10,41,23,COL,H,NSH,L,0,0,0,2,T.J. Galiardi
42,2012-01-12,42,23,COL,A,NSH,L-OT,0,0,0,2,T.J. Galiardi
43,2012-01-14,43,23,COL,A,DAL,W,0,0,0,0,T.J. Galiardi
44,2012-01-16,44,23,COL,A,PHX,L,0,0,0,0,T.J. Galiardi
45,2012-01-18,45,23,COL,H,FLA,W,0,0,0,0,T.J. Galiardi
46,2012-01-21,46,23,COL,A,LAK,W,0,1,1,0,T.J. Galiardi
47,2012-01-22,47,23,COL,A,ANA,L,0,0,0,0,T.J. Galiardi
48,2012-01-24,48,23,COL,H,MIN,L,1,0,1,0,T.J. Galiardi
49,2012-01-31,49,23,COL,A,EDM,L,0,0,0,4,T.J. Galiardi
50,2012-02-02,50,23,COL,H,MIN,L,0,0,0,0,T.J. Galiardi
51,2012-02-04,51,23,COL,H,VAN,L-SO,0,0,0,4,T.J. Galiardi
52,2012-02-07,52,23,COL,H,CHI,W,0,0,0,0,T.J. Galiardi
53,2012-02-10,53,23,COL,H,CAR,W,0,0,0,0,T.J. Galiardi
54,2012-02-15,54,23,COL,A,VAN,L,0,0,0,0,T.J. Galiardi
55,2012-02-25,55,23,COL,A,DET,W,0,0,0,2,T.J. Galiardi
56,2012-02-28,56,23,SJS,H,PHI,W,0,0,0,0,T.J. Galiardi
57,2012-03-01,57,23,SJS,H,BUF,L,0,0,0,0,T.J. Galiardi
58,2012-03-03,58,23,SJS,H,STL,L,0,0,0,2,T.J. Galiardi
59,2012-03-06,59,23,SJS,H,EDM,L-SO,0,0,0,0,T.J. Galiardi
60,2012-03-10,60,23,SJS,A,PHX,L,0,0,0,0,T.J. Galiardi
61,2012-03-12,61,23,SJS,A,EDM,W,0,0,0,0,T.J. Galiardi
62,2012-03-13,62,23,SJS,A,CGY,L-OT,0,0,0,0,T.J. Galiardi
63,2012-03-15,63,23,SJS,H,NSH,W,0,0,0,0,T.J. Galiardi
64,2012-03-28,64,23,SJS,A,ANA,L,0,0,0,0,T.J. Galiardi
65,2012-03-29,65,23,SJS,A,PHX,L,0,0,0,0,T.J. Galiardi
66,2012-03-31,66,23,SJS,H,DAL,W,0,0,0,2,T.J. Galiardi
67,2012-04-03,67,23,SJS,A,DAL,W,1,0,1,0,T.J. Galiardi
68,2012-04-05,68,23,SJS,A,LAK,W,0,0,0,2,T.J. Galiardi
69,2012-04-07,69,23,SJS,H,LAK,W,0,0,0,0,T.J. Galiardi
1,2013-01-20,1,24,SJS,A,CGY,W,0,0,0,0,T.J. Galiardi
2,2013-01-22,2,24,SJS,A,EDM,W,0,2,2,0,T.J. Galiardi
3,2013-01-24,3,24,SJS,H,PHX,W,0,0,0,4,T.J. Galiardi
4,2013-01-26,4,24,SJS,H,COL,W,0,0,0,0,T.J. Galiardi
5,2013-01-27,5,24,SJS,H,VAN,W,0,0,0,0,T.J. Galiardi
6,2013-01-29,6,24,SJS,H,ANA,W,0,0,0,0,T.J. Galiardi
7,2013-02-02,7,24,SJS,H,NSH,L-SO,0,0,0,0,T.J. Galiardi
8,2013-02-09,8,24,SJS,H,PHX,L-SO,0,0,0,0,T.J. Galiardi
9,2013-02-12,9,24,SJS,A,NSH,L-OT,0,0,0,0,T.J. Galiardi
10,2013-02-15,10,24,SJS,A,CHI,L,0,0,0,0,T.J. Galiardi
11,2013-02-22,11,24,SJS,A,CHI,L,0,0,0,2,T.J. Galiardi
12,2013-02-26,12,24,SJS,H,COL,W,1,0,1,0,T.J. Galiardi
13,2013-02-28,13,24,SJS,H,DET,L-SO,0,0,0,0,T.J. Galiardi
14,2013-03-06,14,24,SJS,A,CGY,L,0,0,0,0,T.J. Galiardi
15,2013-03-10,15,24,SJS,A,COL,L-OT,0,0,0,0,T.J. Galiardi
16,2013-03-18,16,24,SJS,A,ANA,L,0,1,1,0,T.J. Galiardi
17,2013-03-20,17,24,SJS,A,EDM,W,0,1,1,0,T.J. Galiardi
18,2013-03-23,18,24,SJS,A,MIN,L,0,0,0,0,T.J. Galiardi
19,2013-03-25,19,24,SJS,A,ANA,W,0,0,0,0,T.J. Galiardi
20,2013-03-27,20,24,SJS,H,ANA,W,0,1,1,0,T.J. Galiardi
21,2013-03-28,21,24,SJS,H,DET,W,0,1,1,2,T.J. Galiardi
22,2013-03-30,22,24,SJS,H,PHX,W,0,0,0,0,T.J. Galiardi
23,2013-04-01,23,24,SJS,H,VAN,W,0,0,0,0,T.J. Galiardi
24,2013-04-03,24,24,SJS,H,MIN,W,1,0,1,0,T.J. Galiardi
25,2013-04-05,25,24,SJS,H,CGY,W,0,1,1,0,T.J. Galiardi
26,2013-04-07,26,24,SJS,H,DAL,L-SO,1,0,1,0,T.J. Galiardi
27,2013-04-09,27,24,SJS,A,CBJ,L,0,0,0,2,T.J. Galiardi
28,2013-04-11,28,24,SJS,A,DET,W,0,0,0,0,T.J. Galiardi
29,2013-04-13,29,24,SJS,A,DAL,L,0,1,1,0,T.J. Galiardi
30,2013-04-15,30,24,SJS,A,PHX,W,0,0,0,2,T.J. Galiardi
31,2013-04-16,31,24,SJS,H,LAK,W,1,0,1,2,T.J. Galiardi
32,2013-04-18,32,24,SJS,H,MIN,W,0,0,0,0,T.J. Galiardi
33,2013-04-21,33,24,SJS,H,CBJ,L,0,0,0,0,T.J. Galiardi
34,2013-04-23,34,25,SJS,H,DAL,W,0,0,0,0,T.J. Galiardi
35,2013-04-24,35,25,SJS,A,PHX,L,0,0,0,0,T.J. Galiardi
36,2013-04-27,36,25,SJS,A,LAK,L,1,1,2,0,T.J. Galiardi
1,2013-10-03,1,25,CGY,A,WSH,L-SO,0,0,0,2,T.J. Galiardi
2,2013-10-04,2,25,CGY,A,CBJ,W,1,1,2,0,T.J. Galiardi
3,2013-10-06,3,25,CGY,H,VAN,L-OT,0,1,1,0,T.J. Galiardi
4,2013-10-09,4,25,CGY,H,MTL,W,0,0,0,2,T.J. Galiardi
5,2013-10-11,5,25,CGY,H,NJD,W,0,0,0,0,T.J. Galiardi
6,2013-10-16,6,25,CGY,A,ANA,L,0,0,0,0,T.J. Galiardi
7,2013-10-19,7,25,CGY,A,SJS,L,0,0,0,2,T.J. Galiardi
8,2013-10-21,8,25,CGY,A,LAK,W,0,0,0,0,T.J. Galiardi
9,2013-10-22,9,25,CGY,A,PHX,L,0,1,1,0,T.J. Galiardi
10,2013-10-24,10,25,CGY,A,DAL,L,0,0,0,0,T.J. Galiardi
11,2013-10-26,11,25,CGY,H,WSH,W,0,1,1,0,T.J. Galiardi
12,2013-10-30,12,25,CGY,H,TOR,L,0,0,0,0,T.J. Galiardi
13,2013-11-01,13,25,CGY,H,DET,L,0,0,0,0,T.J. Galiardi
14,2013-11-03,14,25,CGY,A,CHI,W,0,0,0,0,T.J. Galiardi
15,2013-11-05,15,25,CGY,A,MIN,L,0,0,0,2,T.J. Galiardi
16,2013-11-07,16,25,CGY,A,STL,L,0,0,0,2,T.J. Galiardi
17,2013-11-08,17,25,CGY,A,COL,L,0,0,0,2,T.J. Galiardi
18,2013-11-12,18,25,CGY,H,SJS,L-OT,0,0,0,0,T.J. Galiardi
19,2013-11-14,19,25,CGY,H,DAL,L,0,1,1,0,T.J. Galiardi
20,2013-11-16,20,25,CGY,H,EDM,L,0,0,0,0,T.J. Galiardi
21,2013-11-18,21,25,CGY,A,WPG,W,0,0,0,0,T.J. Galiardi
22,2013-11-20,22,25,CGY,H,CBJ,L-OT,0,0,0,0,T.J. Galiardi
23,2013-12-12,23,25,CGY,H,CAR,W,0,0,0,0,T.J. Galiardi
24,2013-12-23,24,25,CGY,H,STL,W,0,0,0,0,T.J. Galiardi
25,2013-12-27,25,25,CGY,H,EDM,L,0,0,0,0,T.J. Galiardi
26,2013-12-29,26,25,CGY,H,VAN,L,0,0,0,0,T.J. Galiardi
27,2014-01-03,27,25,CGY,H,TBL,L,0,0,0,0,T.J. Galiardi
28,2014-01-06,28,25,CGY,A,COL,W,0,1,1,0,T.J. Galiardi
29,2014-01-07,29,25,CGY,A,PHX,L,0,0,0,5,T.J. Galiardi
30,2014-01-09,30,25,CGY,H,STL,L,0,0,0,0,T.J. Galiardi
31,2014-01-11,31,25,CGY,H,PIT,L,0,0,0,0,T.J. Galiardi
32,2014-01-13,32,25,CGY,A,CAR,W,0,1,1,0,T.J. Galiardi
33,2014-01-14,33,25,CGY,A,NSH,L,0,0,0,0,T.J. Galiardi
34,2014-01-16,34,25,CGY,H,WPG,L,0,0,0,0,T.J. Galiardi
35,2014-01-18,35,25,CGY,A,VAN,L-SO,0,0,0,0,T.J. Galiardi
36,2014-01-22,36,25,CGY,H,PHX,W,0,1,1,0,T.J. Galiardi
37,2014-01-24,37,25,CGY,H,NSH,W,0,0,0,0,T.J. Galiardi
38,2014-01-28,38,25,CGY,H,CHI,W,0,0,0,0,T.J. Galiardi
39,2014-01-30,39,25,CGY,H,SJS,W,0,0,0,0,T.J. Galiardi
40,2014-02-01,40,25,CGY,H,MIN,W,1,1,2,0,T.J. Galiardi
41,2014-02-04,41,25,CGY,A,MTL,L,0,0,0,0,T.J. Galiardi
42,2014-02-06,42,25,CGY,A,NYI,W,0,0,0,0,T.J. Galiardi
43,2014-02-08,43,25,CGY,A,PHI,L,0,1,1,0,T.J. Galiardi
44,2014-02-27,44,25,CGY,H,LAK,L,0,0,0,0,T.J. Galiardi
45,2014-03-01,45,25,CGY,A,EDM,W,0,0,0,0,T.J. Galiardi
46,2014-03-03,46,25,CGY,A,MIN,L,0,1,1,0,T.J. Galiardi
47,2014-03-07,47,25,CGY,H,NYI,W,0,1,1,0,T.J. Galiardi
48,2014-03-08,48,25,CGY,A,VAN,L,0,0,0,0,T.J. Galiardi
49,2014-03-10,49,25,CGY,H,LAK,L,0,0,0,0,T.J. Galiardi
50,2014-03-12,50,25,CGY,H,ANA,W,1,0,1,0,T.J. Galiardi
51,2014-03-14,51,25,CGY,A,DAL,W,0,0,0,0,T.J. Galiardi
52,2014-03-15,52,25,CGY,A,PHX,L,0,0,0,0,T.J. Galiardi
53,2014-03-18,53,25,CGY,H,BUF,W,0,0,0,2,T.J. Galiardi
54,2014-03-21,54,25,CGY,H,NSH,L,0,0,0,0,T.J. Galiardi
55,2014-03-26,55,25,CGY,H,ANA,L,0,0,0,0,T.J. Galiardi
56,2014-03-30,56,25,CGY,A,OTT,L,0,0,0,0,T.J. Galiardi
57,2014-04-03,57,25,CGY,A,TBL,W,0,0,0,0,T.J. Galiardi
58,2014-04-04,58,25,CGY,A,FLA,W,0,0,0,0,T.J. Galiardi
59,2014-04-07,59,25,CGY,A,NJD,W,0,0,0,0,T.J. Galiardi
60,2014-04-09,60,25,CGY,H,LAK,W,1,1,2,0,T.J. Galiardi
61,2014-04-11,61,25,CGY,H,WPG,L,0,0,0,2,T.J. Galiardi
62,2014-04-13,62,25,CGY,A,VAN,L,0,0,0,0,T.J. Galiardi
1,2014-10-09,1,26,WPG,A,ARI,W,0,0,0,0,T.J. Galiardi
2,2014-10-11,2,26,WPG,A,SJS,L,0,0,0,0,T.J. Galiardi
3,2014-10-12,3,26,WPG,A,LAK,L,0,0,0,0,T.J. Galiardi
4,2014-10-17,4,26,WPG,H,NSH,L,0,0,0,0,T.J. Galiardi
5,2014-10-19,5,26,WPG,H,CGY,L,0,0,0,0,T.J. Galiardi
6,2014-10-21,6,26,WPG,H,CAR,W,0,0,0,0,T.J. Galiardi
7,2014-10-24,7,26,WPG,H,TBL,L,0,0,0,0,T.J. Galiardi
8,2014-10-26,8,26,WPG,H,COL,W,0,0,0,0,T.J. Galiardi
9,2014-10-28,9,26,WPG,A,NYI,W,0,0,0,0,T.J. Galiardi
10,2014-10-30,10,26,WPG,A,NJD,L-SO,0,0,0,0,T.J. Galiardi
11,2014-11-01,11,26,WPG,A,NYR,W,0,0,0,2,T.J. Galiardi
12,2014-11-02,12,26,WPG,A,CHI,W,0,0,0,0,T.J. Galiardi
13,2014-11-04,13,26,WPG,H,NSH,W,0,0,0,0,T.J. Galiardi
14,2014-11-06,14,26,WPG,H,PIT,L-SO,0,0,0,0,T.J. Galiardi
15,2014-11-08,15,26,WPG,A,OTT,W,0,0,0,0,T.J. Galiardi
16,2014-11-11,16,26,WPG,A,MTL,L,0,0,0,0,T.J. Galiardi
17,2014-11-13,17,26,WPG,A,CAR,W,0,0,0,0,T.J. Galiardi
18,2014-12-09,18,26,WPG,A,DAL,W,0,0,0,0,T.J. Galiardi
19,2014-12-11,19,26,WPG,A,COL,L-SO,0,0,0,0,T.J. Galiardi
20,2014-12-29,20,26,WPG,H,MIN,L,0,0,0,0,T.J. Galiardi
21,2014-12-31,21,26,WPG,H,NYI,L,0,0,0,0,T.J. Galiardi
22,2015-01-03,22,26,WPG,H,TOR,W,1,0,1,0,T.J. Galiardi
23,2015-01-05,23,26,WPG,H,SJS,L,0,0,0,0,T.J. Galiardi
24,2015-01-08,24,26,WPG,A,ARI,L,0,0,0,0,T.J. Galiardi
25,2015-01-18,25,26,WPG,H,ARI,W,0,0,0,0,T.J. Galiardi
26,2015-01-21,26,26,WPG,H,CBJ,W,0,0,0,0,T.J. Galiardi
27,2015-01-31,27,26,WPG,H,DAL,L,0,0,0,0,T.J. Galiardi
28,2015-02-02,28,26,WPG,A,CGY,L,0,0,0,0,T.J. Galiardi
29,2015-02-03,29,26,WPG,A,VAN,L-OT,0,0,0,0,T.J. Galiardi
30,2015-02-06,30,26,WPG,H,CHI,L-OT,0,0,0,0,T.J. Galiardi
31,2015-02-08,31,26,WPG,H,COL,W,0,0,0,0,T.J. Galiardi
32,2015-02-10,32,26,WPG,H,MIN,W,0,0,0,0,T.J. Galiardi
33,2015-02-12,33,26,WPG,A,NSH,L,0,0,0,0,T.J. Galiardi
34,2015-02-14,34,26,WPG,A,DET,W,0,0,0,0,T.J. Galiardi
35,2015-02-16,35,26,WPG,H,EDM,W,0,0,0,0,T.J. Galiardi
36,2015-02-19,36,26,WPG,A,WSH,L,0,0,0,0,T.J. Galiardi
37,2015-02-24,37,26,WPG,H,DAL,W,0,0,0,0,T.J. Galiardi
38,2015-04-11,38,26,WPG,H,CGY,W,0,0,0,0,T.J. Galiardi
1,2015-04-08,1,23,WSH,H,BOS,W,0,0,0,0,Stanislav Galiev
2,2015-04-11,2,23,WSH,H,NYR,L,1,0,1,0,Stanislav Galiev
1,2015-10-13,1,23,WSH,H,SJS,L,0,0,0,2,Stanislav Galiev
2,2015-10-15,2,23,WSH,H,CHI,W,0,1,1,0,Stanislav Galiev
3,2015-11-21,3,23,WSH,H,COL,W,0,0,0,0,Stanislav Galiev
4,2015-11-23,4,23,WSH,H,EDM,W,0,0,0,0,Stanislav Galiev
5,2015-12-05,5,23,WSH,A,WPG,L-OT,0,0,0,2,Stanislav Galiev
6,2015-12-12,6,23,WSH,A,TBL,W,0,1,1,0,Stanislav Galiev
7,2015-12-14,7,23,WSH,A,PIT,W,0,0,0,0,Stanislav Galiev
8,2016-01-05,8,23,WSH,A,BOS,W,0,0,0,0,Stanislav Galiev
9,2016-01-07,9,23,WSH,A,NYI,W,0,0,0,0,Stanislav Galiev
10,2016-01-09,10,23,WSH,A,NYR,W,0,0,0,0,Stanislav Galiev
11,2016-01-10,11,23,WSH,H,OTT,W,0,0,0,0,Stanislav Galiev
12,2016-01-14,12,23,WSH,H,VAN,W,0,0,0,0,Stanislav Galiev
13,2016-01-17,13,24,WSH,H,NYR,W,0,0,0,0,Stanislav Galiev
14,2016-02-02,14,24,WSH,H,FLA,L,0,0,0,0,Stanislav Galiev
15,2016-02-13,15,24,WSH,A,DAL,L,0,0,0,0,Stanislav Galiev
16,2016-02-22,16,24,WSH,H,ARI,W,0,0,0,0,Stanislav Galiev
17,2016-02-24,17,24,WSH,H,MTL,L,0,1,1,0,Stanislav Galiev
18,2016-02-26,18,24,WSH,H,MIN,W,0,0,0,0,Stanislav Galiev
19,2016-03-01,19,24,WSH,H,PIT,W,0,0,0,0,Stanislav Galiev
20,2016-03-25,20,24,WSH,A,NJD,W,0,0,0,0,Stanislav Galiev
21,2016-03-26,21,24,WSH,H,STL,L,0,0,0,0,Stanislav Galiev
22,2016-04-01,22,24,WSH,A,COL,W,0,0,0,0,Stanislav Galiev
23,2016-04-02,23,24,WSH,A,ARI,L,0,0,0,0,Stanislav Galiev
24,2016-04-10,24,24,WSH,H,ANA,L,0,0,0,0,Stanislav Galiev
1,2013-01-22,1,20,MTL,H,FLA,W,0,1,1,0,Brendan Gallagher
2,2013-01-24,2,20,MTL,A,WSH,W,0,0,0,0,Brendan Gallagher
3,2013-01-27,3,20,MTL,H,NJD,W,1,0,1,0,Brendan Gallagher
4,2013-01-29,4,20,MTL,H,WPG,W,1,1,2,0,Brendan Gallagher
5,2013-01-30,5,20,MTL,A,OTT,L,0,0,0,0,Brendan Gallagher
6,2013-02-02,6,20,MTL,H,BUF,W,1,0,1,0,Brendan Gallagher
7,2013-02-03,7,20,MTL,H,OTT,W,0,0,0,0,Brendan Gallagher
8,2013-02-06,8,20,MTL,H,BOS,L,0,0,0,2,Brendan Gallagher
9,2013-02-07,9,20,MTL,A,BUF,L-SO,1,0,1,4,Brendan Gallagher
10,2013-02-09,10,20,MTL,H,TOR,L,0,0,0,9,Brendan Gallagher
11,2013-02-12,11,20,MTL,A,TBL,W,0,0,0,0,Brendan Gallagher
12,2013-02-14,12,20,MTL,A,FLA,W,0,0,0,0,Brendan Gallagher
13,2013-02-16,13,20,MTL,H,PHI,W,1,1,2,2,Brendan Gallagher
14,2013-02-23,14,20,MTL,H,NYR,W,0,0,0,0,Brendan Gallagher
15,2013-02-25,15,20,MTL,A,OTT,L-SO,0,0,0,0,Brendan Gallagher
16,2013-02-27,16,20,MTL,A,TOR,W,1,0,1,0,Brendan Gallagher
17,2013-03-02,17,20,MTL,H,PIT,L-OT,0,2,2,0,Brendan Gallagher
18,2013-03-03,18,20,MTL,A,BOS,W,0,2,2,2,Brendan Gallagher
19,2013-03-05,19,20,MTL,A,NYI,L,0,0,0,0,Brendan Gallagher
20,2013-03-07,20,20,MTL,A,CAR,W,0,0,0,0,Brendan Gallagher
21,2013-03-09,21,20,MTL,A,TBL,W,1,0,1,0,Brendan Gallagher
22,2013-03-10,22,20,MTL,A,FLA,W,0,1,1,2,Brendan Gallagher
23,2013-03-13,23,20,MTL,H,OTT,W,1,0,1,0,Brendan Gallagher
24,2013-03-16,24,20,MTL,A,NJD,W,0,0,0,0,Brendan Gallagher
25,2013-03-19,25,20,MTL,H,BUF,L-OT,0,1,1,0,Brendan Gallagher
26,2013-03-21,26,20,MTL,A,NYI,W,1,0,1,0,Brendan Gallagher
27,2013-03-23,27,20,MTL,H,BUF,L,0,0,0,0,Brendan Gallagher
28,2013-03-26,28,20,MTL,A,PIT,L,0,0,0,0,Brendan Gallagher
29,2013-03-27,29,20,MTL,A,BOS,W,1,0,1,0,Brendan Gallagher
30,2013-03-30,30,20,MTL,H,NYR,W,1,0,1,0,Brendan Gallagher
31,2013-04-01,31,20,MTL,H,CAR,W,0,1,1,0,Brendan Gallagher
32,2013-04-03,32,20,MTL,A,PHI,L,0,0,0,0,Brendan Gallagher
