,Player,Age,Player_Season_Num,PTS,GP,prev_GP,prev_G,prev_A,prev_PTS,prev_S,prev_TOI,career_GP,career_G,career_A,career_PTS,career_S,games,total_goals_per_game,goals_pp,chances_pp,shots,shot_pct
13183,Reid Simpson,30.0,8,1,26,27,0,4,4,17.0,,61,1,9,10,30.0,82,5.83,55,336,2444,9.8
13184,Reid Simpson,31.0,9,3,38,44,3,2,5,24.0,,105,4,11,15,54.0,82,5.28,57,380,2242,9.6
13185,Reid Simpson,32.0,10,7,51,53,5,4,9,23.0,314.0,158,9,15,24,77.0,82,5.27,57,359,2285,9.4
13186,Reid Simpson,33.0,11,1,26,26,1,0,1,13.0,118.0,184,10,15,25,90.0,82,5.49,53,331,2294,9.8
13187,Reid Simpson,34.0,12,0,2,38,2,1,3,23.0,264.0,222,12,16,28,113.0,82,5.51,63,376,2272,9.9
13188,Reijo Ruotsalainen,24.0,4,73,80,78,18,38,56,247.0,,78,18,38,56,247.0,80,8.03,73,320,2489,12.9
13189,Reijo Ruotsalainen,25.0,5,59,80,77,16,53,69,230.0,,155,34,91,125,477.0,80,7.73,71,310,2444,12.7
13190,Reijo Ruotsalainen,26.0,6,13,16,74,20,39,59,288.0,,229,54,130,184,765.0,80,7.89,74,336,2448,12.9
13191,Reijo Ruotsalainen,29.0,7,15,41,80,28,45,73,256.0,,309,82,175,257,1021.0,80,7.77,71,321,2447,12.7
13192,Reilly Smith,23.0,4,40,81,3,0,0,0,2.0,25.0,3,0,0,0,2.0,82,5.32,47,271,2439,8.9
13193,Reilly Smith,24.0,5,50,82,37,3,6,9,34.0,404.0,40,3,6,9,36.0,48,5.31,29,160,1399,9.1
13194,Reilly Smith,25.0,6,37,80,82,20,31,51,146.0,1206.0,122,23,37,60,182.0,82,5.34,48,269,2463,8.9
13195,Reilly Smith,26.0,7,60,67,81,13,27,40,143.0,1247.0,203,36,64,100,325.0,82,5.32,47,251,2453,8.9
13196,Reilly Smith,27.0,8,53,74,82,25,25,50,173.0,1526.0,285,61,89,150,498.0,82,5.34,48,255,2438,9.0
13197,Reilly Smith,28.0,9,54,71,80,15,22,37,160.0,1468.0,365,76,111,187,658.0,82,5.45,47,245,2478,9.0
13198,Rem Murray,27.0,4,14,44,82,11,20,31,85.0,,82,11,20,31,85.0,82,5.83,55,336,2444,9.8
13199,Rem Murray,28.0,5,36,82,61,9,9,18,59.0,,143,20,29,49,144.0,82,5.28,57,380,2242,9.6
13200,Rem Murray,29.0,6,27,80,78,21,18,39,116.0,1235.0,221,41,47,88,260.0,82,5.27,57,359,2285,9.4
13201,Rem Murray,30.0,7,31,85,44,9,5,14,65.0,628.0,265,50,52,102,325.0,82,5.49,53,331,2294,9.8
13202,Rem Murray,31.0,8,17,39,82,15,21,36,122.0,1259.0,347,65,73,138,447.0,82,5.51,63,376,2272,9.9
13203,Rem Murray,33.0,9,2,9,80,8,19,27,98.0,1172.0,427,73,92,165,545.0,82,5.24,53,338,2262,9.5
13204,Rene Bourque,27.0,4,40,58,77,16,18,34,180.0,1181.0,77,16,18,34,180.0,82,6.05,85,480,2458,10.1
13205,Rene Bourque,28.0,5,58,73,44,7,10,17,82.0,705.0,121,23,28,51,262.0,82,5.76,70,398,2426,9.7
13206,Rene Bourque,29.0,6,50,80,62,10,14,24,103.0,947.0,183,33,42,75,365.0,82,5.44,62,351,2383,9.4
13207,Rene Bourque,30.0,7,24,76,58,21,19,40,149.0,933.0,241,54,61,115,514.0,82,5.7,65,341,2477,9.4
13208,Rene Bourque,31.0,8,13,27,73,27,31,58,215.0,1337.0,314,81,92,173,729.0,82,5.53,56,304,2486,9.1
13209,Rene Bourque,32.0,9,16,63,80,27,23,50,218.0,1420.0,394,108,115,223,947.0,82,5.46,52,291,2492,9.0
13210,Rene Bourque,33.0,10,14,51,76,18,6,24,158.0,1355.0,470,126,121,247,1105.0,82,5.32,47,271,2439,8.9
13211,Rene Bourque,34.0,11,8,49,27,7,6,13,63.0,441.0,497,133,127,260,1168.0,48,5.31,29,160,1399,9.1
13212,Rene Bourque,35.0,12,18,65,63,9,7,16,118.0,894.0,560,142,134,276,1286.0,82,5.34,48,269,2463,8.9
13213,Rene Corbet,23.0,4,27,76,9,1,1,2,14.0,,9,1,1,2,14.0,84,6.48,76,407,2545,10.7
13214,Rene Corbet,24.0,5,28,68,8,0,3,3,4.0,,17,1,4,5,18.0,48,5.97,37,209,1408,10.2
13215,Rene Corbet,25.0,6,31,73,33,3,6,9,35.0,,50,4,10,14,53.0,82,6.29,74,413,2481,10.4
13216,Rene Corbet,26.0,7,15,52,76,12,15,27,128.0,,126,16,25,41,181.0,82,5.83,55,336,2444,9.8
13217,Rene Corbet,27.0,8,17,43,68,16,12,28,117.0,,194,32,37,69,298.0,82,5.28,57,380,2242,9.6
13218,Rhett Warrener,23.0,4,8,61,28,0,3,3,19.0,,28,0,3,3,19.0,82,6.29,74,413,2481,10.4
13219,Rhett Warrener,24.0,5,3,61,62,4,9,13,58.0,,90,4,12,16,77.0,82,5.83,55,336,2444,9.8
13220,Rhett Warrener,25.0,6,19,77,79,0,4,4,66.0,,169,4,16,20,143.0,82,5.28,57,380,2242,9.6
13221,Rhett Warrener,26.0,7,10,65,61,1,7,8,44.0,1150.0,230,5,23,28,187.0,82,5.27,57,359,2285,9.4
13222,Rhett Warrener,27.0,8,9,50,61,0,3,3,68.0,1211.0,291,5,26,31,255.0,82,5.49,53,331,2294,9.8
13223,Rhett Warrener,28.0,9,17,77,77,3,16,19,103.0,1570.0,368,8,42,50,358.0,82,5.51,63,376,2272,9.9
13224,Rhett Warrener,30.0,10,6,61,65,5,5,10,66.0,1277.0,433,13,47,60,424.0,82,5.24,53,338,2262,9.5
13225,Rhett Warrener,31.0,11,10,62,50,0,9,9,47.0,912.0,483,13,56,69,471.0,82,5.31,60,363,2326,9.4
13226,Rhett Warrener,32.0,12,4,31,77,3,14,17,82.0,1530.0,560,16,70,86,553.0,82,5.14,57,348,2300,9.2
13227,Ric Jackman,24.0,4,2,42,22,1,2,3,16.0,178.0,22,1,2,3,16.0,82,5.49,53,331,2294,9.8
13228,Ric Jackman,25.0,5,30,54,16,0,0,0,10.0,142.0,38,1,2,3,26.0,82,5.51,63,376,2272,9.9
13229,Ric Jackman,27.0,6,30,64,2,0,0,0,4.0,27.0,40,1,2,3,30.0,82,5.24,53,338,2262,9.5
13230,Ric Jackman,28.0,7,12,31,42,0,2,2,35.0,587.0,82,1,4,5,65.0,82,5.31,60,363,2326,9.4
13231,Ric Nattress,23.0,4,24,78,40,1,3,4,44.0,,40,1,3,4,44.0,80,7.73,71,310,2444,12.7
13232,Ric Nattress,24.0,5,28,73,34,0,12,12,31.0,,74,1,15,16,75.0,80,7.89,74,336,2448,12.9
13233,Ric Nattress,25.0,6,15,63,5,0,1,1,3.0,,79,1,16,17,78.0,80,7.77,71,321,2447,12.7
13234,Ric Nattress,26.0,7,9,38,78,4,20,24,124.0,,157,5,36,41,202.0,80,7.94,82,370,2484,12.8
13235,Ric Nattress,27.0,8,15,49,73,6,22,28,135.0,,230,11,58,69,337.0,80,7.34,72,344,2400,12.2
13236,Ric Nattress,28.0,9,18,58,63,2,13,15,48.0,,293,13,71,84,385.0,80,7.43,89,437,2435,12.2
13237,Ric Nattress,29.0,10,21,54,38,1,8,9,28.0,,331,14,79,93,413.0,80,7.48,85,403,2430,12.3
13238,Ric Nattress,30.0,11,17,44,49,1,14,15,65.0,,380,15,93,108,478.0,80,7.37,76,367,2421,12.2
13239,Ricard Persson,29.0,4,13,54,12,2,1,3,41.0,,12,2,1,3,41.0,82,6.29,74,413,2481,10.4
13240,Ricard Persson,30.0,5,8,41,54,4,8,12,70.0,,66,6,9,15,111.0,82,5.83,55,336,2444,9.8
13241,Ricard Persson,31.0,6,9,33,1,0,0,0,0.0,,67,6,9,15,111.0,82,5.28,57,380,2242,9.6
13242,Ricard Persson,32.0,7,9,34,54,1,12,13,52.0,1078.0,121,7,21,28,163.0,82,5.27,57,359,2285,9.4
13243,Rich Brennan,28.0,4,0,2,2,0,0,0,0.0,,2,0,0,0,0.0,82,5.83,55,336,2444,9.8
13244,Rich Brennan,29.0,5,0,4,11,1,2,3,24.0,,13,1,2,3,24.0,82,5.28,57,380,2242,9.6
13245,Rich Brennan,30.0,6,1,7,24,1,3,4,36.0,313.0,37,2,5,7,60.0,82,5.27,57,359,2285,9.4
13246,Rich Chernomaz,23.0,4,10,25,2,0,0,0,2.0,,2,0,0,0,2.0,80,8.03,73,320,2489,12.9
13247,Rich Chernomaz,24.0,5,1,2,7,2,1,3,7.0,,9,2,1,3,9.0,80,7.89,74,336,2448,12.9
13248,Rich Chernomaz,25.0,6,0,1,3,0,2,2,2.0,,12,2,3,5,11.0,80,7.77,71,321,2447,12.7
13249,Rich Chernomaz,28.0,7,0,11,25,6,4,10,44.0,,37,8,7,15,55.0,80,7.34,72,344,2400,12.2
13250,Rich Clune,27.0,4,0,1,14,0,2,2,7.0,102.0,14,0,2,2,7.0,82,5.53,56,304,2486,9.1
13251,Rich Clune,28.0,5,4,19,47,4,5,9,46.0,442.0,61,4,7,11,53.0,48,5.31,29,160,1399,9.1
13252,Rich Peverley,27.0,4,55,82,13,0,1,1,9.0,98.0,13,0,1,1,9.0,82,5.76,70,398,2426,9.7
13253,Rich Peverley,28.0,5,41,82,33,5,5,10,43.0,341.0,46,5,6,11,52.0,82,5.44,62,351,2383,9.4
13254,Rich Peverley,29.0,6,42,57,66,15,29,44,117.0,1062.0,112,20,35,55,169.0,82,5.7,65,341,2477,9.4
13255,Rich Peverley,30.0,7,18,47,82,22,33,55,166.0,1530.0,194,42,68,110,335.0,82,5.53,56,304,2486,9.1
13256,Rich Peverley,31.0,8,30,62,82,18,23,41,201.0,1497.0,276,60,91,151,536.0,82,5.46,52,291,2492,9.0
13257,Rich Pilon,23.0,4,7,65,62,0,14,14,47.0,,62,0,14,14,47.0,80,7.48,85,403,2430,12.3
13258,Rich Pilon,24.0,5,4,44,14,0,2,2,5.0,,76,0,16,16,52.0,80,7.37,76,367,2421,12.2
13259,Rich Pilon,25.0,6,5,28,60,1,4,5,33.0,,136,1,20,21,85.0,80,6.91,71,366,2385,11.6
13260,Rich Pilon,26.0,7,2,20,65,1,6,7,27.0,,201,2,26,28,112.0,80,6.96,77,402,2440,11.4
13261,Rich Pilon,27.0,8,3,27,44,1,3,4,20.0,,245,3,29,32,132.0,84,7.25,87,443,2603,11.7
13262,Rich Pilon,28.0,9,5,52,28,1,4,5,20.0,,273,4,33,37,152.0,84,6.48,76,407,2545,10.7
13263,Rich Pilon,29.0,10,7,76,20,1,1,2,11.0,,293,5,34,39,163.0,48,5.97,37,209,1408,10.2
13264,Rich Pilon,30.0,11,4,52,27,0,3,3,7.0,,320,5,37,42,170.0,82,6.29,74,413,2481,10.4
13265,Rich Pilon,31.0,12,6,54,52,1,4,5,17.0,,372,6,41,47,187.0,82,5.83,55,336,2444,9.8
13266,Rich Pilon,32.0,13,11,69,76,0,7,7,37.0,,448,6,48,54,224.0,82,5.28,57,380,2242,9.6
13267,Rich Pilon,33.0,14,2,8,52,0,4,4,27.0,862.0,500,6,52,58,251.0,82,5.27,57,359,2285,9.4
13268,Rich Preston,30.0,4,53,79,80,31,30,61,205.0,,80,31,30,61,205.0,80,7.03,61,280,2352,12.0
13269,Rich Preston,31.0,5,28,75,47,7,14,21,100.0,,127,38,44,82,305.0,80,7.69,77,340,2441,12.6
13270,Rich Preston,32.0,6,27,75,75,15,28,43,122.0,,202,53,72,125,427.0,80,8.03,73,320,2489,12.9
13271,Rich Preston,33.0,7,41,76,79,25,28,53,161.0,,281,78,100,178,588.0,80,7.73,71,310,2444,12.7
13272,Rich Preston,34.0,8,17,73,75,10,18,28,109.0,,356,88,118,206,697.0,80,7.89,74,336,2448,12.9
13273,Rich Sutter,22.0,4,39,78,4,0,0,0,3.0,,4,0,0,0,3.0,80,7.73,71,310,2444,12.7
13274,Rich Sutter,23.0,5,42,74,75,16,12,28,134.0,,79,16,12,28,137.0,80,7.89,74,336,2448,12.9
13275,Rich Sutter,24.0,6,30,80,56,6,10,16,62.0,,135,22,22,44,199.0,80,7.77,71,321,2447,12.7
13276,Rich Sutter,25.0,7,32,75,78,14,25,39,123.0,,213,36,47,83,322.0,80,7.94,82,370,2484,12.8
13277,Rich Sutter,26.0,8,20,74,74,20,22,42,166.0,,287,56,69,125,488.0,80,7.34,72,344,2400,12.2
13278,Rich Sutter,27.0,9,27,77,80,15,15,30,132.0,,367,71,84,155,620.0,80,7.43,89,437,2435,12.2
13279,Rich Sutter,28.0,10,25,77,75,17,15,32,125.0,,442,88,99,187,745.0,80,7.48,85,403,2430,12.3
13280,Rich Sutter,29.0,11,27,84,74,11,9,20,122.0,,516,99,108,207,867.0,80,7.37,76,367,2421,12.2
13281,Rich Sutter,30.0,12,26,83,77,16,11,27,130.0,,593,115,119,234,997.0,80,6.91,71,366,2385,11.6
13282,Rich Sutter,31.0,13,3,37,77,9,16,25,113.0,,670,124,135,259,1110.0,80,6.96,77,402,2440,11.4
13283,Richard Kromm,22.0,4,29,70,53,11,12,23,66.0,,53,11,12,23,66.0,80,7.89,74,336,2448,12.9
13284,Richard Kromm,23.0,5,15,71,73,20,32,52,140.0,,126,31,44,75,206.0,80,7.77,71,321,2447,12.7
13285,Richard Kromm,24.0,6,7,20,77,19,24,43,120.0,,203,50,68,118,326.0,80,7.94,82,370,2484,12.8
13286,Richard Kromm,26.0,7,1,6,70,12,17,29,109.0,,273,62,85,147,435.0,80,7.34,72,344,2400,12.2
13287,Richard Kromm,27.0,8,0,1,71,5,10,15,84.0,,344,67,95,162,519.0,80,7.43,89,437,2435,12.2
13288,Richard Kromm,28.0,9,3,1,20,1,6,7,12.0,,364,68,101,169,531.0,80,7.48,85,403,2430,12.3
13289,Richard Matvichuk,22.0,4,22,73,53,2,3,5,51.0,,53,2,3,5,51.0,84,7.25,87,443,2603,11.7
13290,Richard Matvichuk,23.0,5,12,57,25,0,3,3,18.0,,78,2,6,8,69.0,84,6.48,76,407,2545,10.7
13291,Richard Matvichuk,24.0,6,18,74,14,0,2,2,21.0,,92,2,8,10,90.0,48,5.97,37,209,1408,10.2
13292,Richard Matvichuk,25.0,7,12,64,73,6,16,22,81.0,,165,8,24,32,171.0,82,6.29,74,413,2481,10.4
13293,Richard Matvichuk,26.0,8,25,70,57,5,7,12,83.0,,222,13,31,44,254.0,82,5.83,55,336,2444,9.8
13294,Richard Matvichuk,27.0,9,20,78,74,3,15,18,71.0,,296,16,46,62,325.0,82,5.28,57,380,2242,9.6
13295,Richard Matvichuk,28.0,10,21,82,64,3,9,12,54.0,1364.0,360,19,55,74,379.0,82,5.27,57,359,2285,9.4
13296,Richard Matvichuk,29.0,11,6,68,70,4,21,25,73.0,1712.0,430,23,76,99,452.0,82,5.49,53,331,2294,9.8
13297,Richard Matvichuk,30.0,12,21,75,78,4,16,20,85.0,1786.0,508,27,92,119,537.0,82,5.51,63,376,2272,9.9
13298,Richard Matvichuk,32.0,13,11,62,82,9,12,21,109.0,1951.0,590,36,104,140,646.0,82,5.24,53,338,2262,9.5
13299,Richard Matvichuk,33.0,14,0,1,68,1,5,6,59.0,1318.0,658,37,109,146,705.0,82,5.31,60,363,2326,9.4
13300,Richard Panik,24.0,4,8,30,25,5,4,9,34.0,283.0,25,5,4,9,34.0,48,5.31,29,160,1399,9.1
13301,Richard Panik,25.0,5,44,82,50,3,10,13,56.0,635.0,75,8,14,22,90.0,82,5.34,48,269,2463,8.9
13302,Richard Panik,26.0,6,35,72,76,11,6,17,87.0,885.0,151,19,20,39,177.0,82,5.32,47,251,2453,8.9
13303,Richard Panik,27.0,7,33,75,30,6,2,8,39.0,325.0,181,25,22,47,216.0,82,5.34,48,255,2438,9.0
13304,Richard Panik,28.0,8,22,59,82,22,22,44,155.0,1208.0,263,47,44,91,371.0,82,5.45,47,245,2478,9.0
13305,Richard Park,21.0,4,2,15,1,0,1,1,4.0,,1,0,1,1,4.0,48,5.97,37,209,1408,10.2
13306,Richard Park,22.0,5,0,7,56,4,6,10,62.0,,57,4,7,11,66.0,82,6.29,74,413,2481,10.4
13307,Richard Park,25.0,6,25,63,12,1,1,2,10.0,,69,5,8,13,76.0,82,5.83,55,336,2444,9.8
13308,Richard Park,26.0,7,24,81,15,0,2,2,14.0,,84,5,10,15,90.0,82,5.28,57,380,2242,9.6
13309,Richard Park,27.0,8,25,73,7,0,0,0,5.0,65.0,91,5,10,15,95.0,82,5.27,57,359,2285,9.4
13310,Richard Park,29.0,9,18,60,63,10,15,25,115.0,1037.0,154,15,25,40,210.0,82,5.24,53,338,2262,9.5
13311,Richard Park,30.0,10,26,82,81,14,10,24,149.0,1345.0,235,29,35,64,359.0,82,5.31,60,363,2326,9.4
13312,Richard Park,31.0,11,32,82,73,13,12,25,142.0,1204.0,308,42,47,89,501.0,82,5.14,57,348,2300,9.2
13313,Richard Park,32.0,12,31,71,60,8,10,18,97.0,660.0,368,50,57,107,598.0,82,6.05,85,480,2458,10.1
13314,Richard Park,33.0,13,31,81,82,10,16,26,93.0,955.0,450,60,73,133,691.0,82,5.76,70,398,2426,9.7
13315,Richard Park,35.0,14,14,54,82,12,20,32,132.0,1249.0,532,72,93,165,823.0,82,5.44,62,351,2383,9.4
13316,Richard Smehlik,27.0,4,30,62,80,4,27,31,82.0,,80,4,27,31,82.0,84,7.25,87,443,2603,11.7
13317,Richard Smehlik,28.0,5,20,72,84,14,27,41,106.0,,164,18,54,72,188.0,84,6.48,76,407,2545,10.7
13318,Richard Smehlik,29.0,6,14,72,39,4,7,11,49.0,,203,22,61,83,237.0,48,5.97,37,209,1408,10.2
13319,Richard Smehlik,30.0,7,11,64,62,11,19,30,100.0,,265,33,80,113,337.0,82,5.83,55,336,2444,9.8
13320,Richard Smehlik,31.0,8,15,56,72,3,17,20,90.0,,337,36,97,133,427.0,82,5.28,57,380,2242,9.6
13321,Richard Smehlik,32.0,9,9,60,72,3,11,14,61.0,1572.0,409,39,108,147,488.0,82,5.27,57,359,2285,9.4
13322,Richard Smehlik,33.0,10,13,55,64,2,9,11,67.0,1349.0,473,41,117,158,555.0,82,5.49,53,331,2294,9.8
13323,Richard Zednik,23.0,4,17,49,1,0,0,0,0.0,,1,0,0,0,0.0,82,6.29,74,413,2481,10.4
13324,Richard Zednik,24.0,5,35,69,11,2,1,3,21.0,,12,2,1,3,21.0,82,5.83,55,336,2444,9.8
13325,Richard Zednik,25.0,6,44,74,65,17,9,26,148.0,,77,19,10,29,169.0,82,5.28,57,380,2242,9.6
13326,Richard Zednik,26.0,7,44,82,49,9,8,17,115.0,742.0,126,28,18,46,284.0,82,5.27,57,359,2285,9.4
13327,Richard Zednik,27.0,8,50,80,69,19,16,35,179.0,1074.0,195,47,34,81,463.0,82,5.49,53,331,2294,9.8
13328,Richard Zednik,28.0,9,50,81,74,19,25,44,178.0,1185.0,269,66,59,125,641.0,82,5.51,63,376,2272,9.9
13329,Richard Zednik,30.0,10,30,67,82,22,22,44,249.0,1448.0,351,88,81,169,890.0,82,5.24,53,338,2262,9.5
13330,Richard Zednik,31.0,11,21,42,80,31,19,50,250.0,1474.0,431,119,100,219,1140.0,82,5.31,60,363,2326,9.4
13331,Richard Zednik,32.0,12,26,54,81,26,24,50,218.0,1418.0,512,145,124,269,1358.0,82,5.14,57,348,2300,9.2
13332,Richard Zednik,33.0,13,33,70,67,16,14,30,161.0,1057.0,579,161,138,299,1519.0,82,6.05,85,480,2458,10.1
13333,Richard Zemlak,26.0,4,6,19,21,0,2,2,2.0,,21,0,2,2,2.0,80,7.34,72,344,2400,12.2
13334,Richard Zemlak,28.0,5,1,5,54,1,4,5,19.0,,75,1,6,7,21.0,80,7.43,89,437,2435,12.2
13335,Rick Berry,25.0,4,6,65,19,0,4,4,10.0,231.0,19,0,4,4,10.0,82,5.51,63,376,2272,9.9
13336,Rick Lanz,22.0,4,57,79,76,7,22,29,134.0,,76,7,22,29,134.0,80,7.69,77,340,2441,12.6
13337,Rick Lanz,23.0,5,19,57,39,3,11,14,94.0,,115,10,33,43,228.0,80,8.03,73,320,2489,12.9
13338,Rick Lanz,24.0,6,53,75,74,10,38,48,179.0,,189,20,71,91,407.0,80,7.73,71,310,2444,12.7
13339,Rick Lanz,25.0,7,28,61,79,18,39,57,230.0,,268,38,110,148,637.0,80,7.89,74,336,2448,12.9
13340,Rick Lanz,26.0,8,28,75,57,2,17,19,131.0,,325,40,127,167,768.0,80,7.77,71,321,2447,12.7
13341,Rick Lanz,27.0,9,10,32,75,15,38,53,190.0,,400,55,165,220,958.0,80,7.94,82,370,2484,12.8
13342,Rick Lanz,30.0,10,0,1,61,3,25,28,130.0,,461,58,190,248,1088.0,80,7.34,72,344,2400,12.2
13343,Rick Meagher,29.0,4,29,61,2,0,0,0,0.0,,2,0,0,0,0.0,80,7.03,61,280,2352,12.0
13344,Rick Meagher,30.0,5,28,52,27,7,10,17,73.0,,29,7,10,17,73.0,80,7.69,77,340,2441,12.6
13345,Rick Meagher,31.0,6,31,71,65,24,19,43,171.0,,94,31,29,60,244.0,80,8.03,73,320,2489,12.9
13346,Rick Meagher,32.0,7,30,79,61,15,14,29,138.0,,155,46,43,89,382.0,80,7.73,71,310,2444,12.7
13347,Rick Meagher,33.0,8,39,80,52,14,14,28,126.0,,207,60,57,117,508.0,80,7.89,74,336,2448,12.9
13348,Rick Meagher,34.0,9,34,76,71,11,20,31,140.0,,278,71,77,148,648.0,80,7.77,71,321,2447,12.7
13349,Rick Meagher,35.0,10,29,78,79,11,19,30,109.0,,357,82,96,178,757.0,80,7.94,82,370,2484,12.8
13350,Rick Meagher,36.0,11,25,76,80,18,21,39,170.0,,437,100,117,217,927.0,80,7.34,72,344,2400,12.2
13351,Rick Meagher,37.0,12,4,24,76,18,16,34,113.0,,513,118,133,251,1040.0,80,7.43,89,437,2435,12.2
13352,Rick Nash,22.0,4,57,75,74,17,22,39,154.0,1032.0,74,17,22,39,154.0,82,5.31,60,363,2326,9.4
13353,Rick Nash,23.0,5,69,80,80,41,16,57,269.0,1410.0,154,58,38,96,423.0,82,5.14,57,348,2300,9.2
13354,Rick Nash,24.0,6,79,78,54,31,23,54,170.0,986.0,208,89,61,150,593.0,82,6.05,85,480,2458,10.1
13355,Rick Nash,25.0,7,67,76,75,27,30,57,228.0,1440.0,283,116,91,207,821.0,82,5.76,70,398,2426,9.7
13356,Rick Nash,26.0,8,66,75,80,38,31,69,329.0,1639.0,363,154,122,276,1150.0,82,5.44,62,351,2383,9.4
13357,Rick Nash,27.0,9,59,82,78,40,39,79,263.0,1650.0,441,194,161,355,1413.0,82,5.7,65,341,2477,9.4
13358,Rick Nash,28.0,10,42,44,76,33,34,67,254.0,1591.0,517,227,195,422,1667.0,82,5.53,56,304,2486,9.1
13359,Rick Nash,29.0,11,39,65,75,32,34,66,305.0,1420.0,592,259,229,488,1972.0,82,5.46,52,291,2492,9.0
13360,Rick Nash,30.0,12,69,79,82,30,29,59,306.0,1565.0,674,289,258,547,2278.0,82,5.32,47,271,2439,8.9
13361,Rick Nash,31.0,13,36,60,44,21,21,42,176.0,879.0,718,310,279,589,2454.0,48,5.31,29,160,1399,9.1
13362,Rick Nash,32.0,14,38,67,65,26,13,39,258.0,1106.0,783,336,292,628,2712.0,82,5.34,48,269,2463,8.9
13363,Rick Nash,33.0,15,34,71,79,42,27,69,304.0,1379.0,862,378,319,697,3016.0,82,5.32,47,251,2453,8.9
13364,Rick Paterson,24.0,4,23,79,11,0,2,2,11.0,,11,0,2,2,11.0,80,7.03,61,280,2352,12.0
13365,Rick Paterson,25.0,5,13,72,49,8,2,10,38.0,,60,8,4,12,49.0,80,7.69,77,340,2441,12.6
13366,Rick Paterson,26.0,6,19,79,48,4,7,11,45.0,,108,12,11,23,94.0,80,8.03,73,320,2489,12.9
13367,Rick Paterson,27.0,7,12,70,79,14,9,23,80.0,,187,26,20,46,174.0,80,7.73,71,310,2444,12.7
13368,Rick Paterson,28.0,8,3,22,72,7,6,13,64.0,,259,33,26,59,238.0,80,7.89,74,336,2448,12.9
13369,Rick Rypien,24.0,4,3,12,5,1,0,1,6.0,32.0,5,1,0,1,6.0,82,6.05,85,480,2458,10.1
13370,Rick Rypien,25.0,5,8,69,2,0,0,0,0.0,10.0,7,1,0,1,6.0,82,5.76,70,398,2426,9.7
13371,Rick Rypien,26.0,6,1,9,22,1,2,3,8.0,178.0,29,2,2,4,14.0,82,5.44,62,351,2383,9.4
13372,Rick Tocchet,23.0,4,64,65,75,14,25,39,114.0,,75,14,25,39,114.0,80,7.77,71,321,2447,12.7
13373,Rick Tocchet,24.0,5,81,66,69,14,21,35,109.0,,144,28,46,74,223.0,80,7.94,82,370,2484,12.8
13374,Rick Tocchet,25.0,6,96,75,69,21,28,49,147.0,,213,49,74,123,370.0,80,7.34,72,344,2400,12.2
13375,Rick Tocchet,26.0,7,71,70,65,31,33,64,182.0,,278,80,107,187,552.0,80,7.43,89,437,2435,12.2
13376,Rick Tocchet,27.0,8,59,61,66,45,36,81,220.0,,344,125,143,268,772.0,80,7.48,85,403,2430,12.3
13377,Rick Tocchet,28.0,9,109,80,75,37,59,96,269.0,,419,162,202,364,1041.0,80,7.37,76,367,2421,12.2
13378,Rick Tocchet,29.0,10,40,51,70,40,31,71,217.0,,489,202,233,435,1258.0,80,6.91,71,366,2385,11.6
13379,Rick Tocchet,30.0,11,35,36,61,27,32,59,166.0,,550,229,265,494,1424.0,80,6.96,77,402,2440,11.4
13380,Rick Tocchet,31.0,12,60,71,80,48,61,109,240.0,,630,277,326,603,1664.0,84,7.25,87,443,2603,11.7
13381,Rick Tocchet,32.0,13,40,53,51,14,26,40,150.0,,681,291,352,643,1814.0,84,6.48,76,407,2545,10.7
13382,Rick Tocchet,33.0,14,45,68,36,18,17,35,95.0,,717,309,369,678,1909.0,48,5.97,37,209,1408,10.2
13383,Rick Tocchet,34.0,15,56,81,71,29,31,60,185.0,,788,338,400,738,2094.0,82,6.29,74,413,2481,10.4
13384,Rick Tocchet,35.0,16,35,80,53,21,19,40,157.0,,841,359,419,778,2251.0,82,5.83,55,336,2444,9.8
13385,Rick Tocchet,36.0,17,36,60,68,26,19,45,161.0,,909,385,438,823,2412.0,82,5.28,57,380,2242,9.6
13386,Rick Tocchet,37.0,18,2,14,81,26,30,56,178.0,1504.0,990,411,468,879,2590.0,82,5.27,57,359,2285,9.4
13387,Rick Vaive,23.0,4,79,78,69,22,15,37,144.0,,69,22,15,37,144.0,80,7.03,61,280,2352,12.0
13388,Rick Vaive,24.0,5,93,76,75,33,29,62,195.0,,144,55,44,99,339.0,80,7.69,77,340,2441,12.6
13389,Rick Vaive,25.0,6,68,72,77,54,35,89,267.0,,221,109,79,188,606.0,80,8.03,73,320,2489,12.9
13390,Rick Vaive,26.0,7,64,61,78,51,28,79,296.0,,299,160,107,267,902.0,80,7.73,71,310,2444,12.7
13391,Rick Vaive,27.0,8,66,73,76,52,41,93,261.0,,375,212,148,360,1163.0,80,7.89,74,336,2448,12.9
13392,Rick Vaive,28.0,9,69,76,72,35,33,68,259.0,,447,247,181,428,1422.0,80,7.77,71,321,2447,12.7
13393,Rick Vaive,29.0,10,57,58,61,33,31,64,226.0,,508,280,212,492,1648.0,80,7.94,82,370,2484,12.8
13394,Rick Vaive,30.0,11,48,70,73,32,34,66,213.0,,581,312,246,558,1861.0,80,7.34,72,344,2400,12.2
13395,Rick Vaive,31.0,12,52,71,76,43,26,69,229.0,,657,355,272,627,2090.0,80,7.43,89,437,2435,12.2
13396,Rick Vaive,32.0,13,4,20,58,31,26,57,138.0,,715,386,298,684,2228.0,80,7.48,85,403,2430,12.3
